user_id,destination_id,user_age_group,user_primary_style,user_group_type,user_budget,user_climate_pref,user_safety_importance,user_popularity_pref,user_preferred_month,dest_city,dest_country,dest_continent,dest_cost,dest_climate,dest_popularity,dest_safety,user_likes_adventure,user_likes_beach,user_likes_culture,user_likes_food,user_likes_nature,user_likes_nightlife,user_likes_relaxation,dest_has_adventure,dest_has_beach,dest_has_culture,dest_has_food,dest_has_nature,dest_has_nightlife,dest_has_relaxation,compatibility_score,label
0,3,51+,adventure,solo,high,tropical,0.5816776585539812,0.8756919493986972,Mar,Barcelona,Spain,Europe,1100,warm,9,7,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0.472,0
0,30,51+,adventure,solo,high,tropical,0.5816776585539812,0.8756919493986972,Mar,Copenhagen,Denmark,Europe,1800,cool,7,9,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0.494,1
0,36,51+,adventure,solo,high,tropical,0.5816776585539812,0.8756919493986972,Mar,Manila,Philippines,Asia,850,tropical,7,6,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0.705,1
0,98,51+,adventure,solo,high,tropical,0.5816776585539812,0.8756919493986972,Mar,Maldives,Maldives,Asia,2500,tropical,9,9,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0.491,1
0,38,51+,adventure,solo,high,tropical,0.5816776585539812,0.8756919493986972,Mar,Delhi,India,Asia,900,hot,8,6,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0.641,0
0,32,51+,adventure,solo,high,tropical,0.5816776585539812,0.8756919493986972,Mar,Hanoi,Vietnam,Asia,700,tropical,8,7,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0.8,1
0,85,51+,adventure,solo,high,tropical,0.5816776585539812,0.8756919493986972,Mar,Johannesburg,South Africa,Africa,1050,mild,7,6,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0.575,1
0,55,51+,adventure,solo,high,tropical,0.5816776585539812,0.8756919493986972,Mar,Nice,France,Europe,1400,warm,7,8,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0.522,1
0,29,51+,adventure,solo,high,tropical,0.5816776585539812,0.8756919493986972,Mar,Budapest,Hungary,Europe,800,mild,8,8,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0.617,0
0,84,51+,adventure,solo,high,tropical,0.5816776585539812,0.8756919493986972,Mar,Tunis,Tunisia,Africa,800,warm,6,7,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0.561,0
0,35,51+,adventure,solo,high,tropical,0.5816776585539812,0.8756919493986972,Mar,Chiang Mai,Thailand,Asia,650,tropical,8,8,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0.676,0
0,17,51+,adventure,solo,high,tropical,0.5816776585539812,0.8756919493986972,Mar,New York,USA,North America,2200,mild,9,7,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0.51,1
0,94,51+,adventure,solo,high,tropical,0.5816776585539812,0.8756919493986972,Mar,Siem Reap,Cambodia,Asia,700,tropical,8,7,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0.858,1
0,64,51+,adventure,solo,high,tropical,0.5816776585539812,0.8756919493986972,Mar,Portland,USA,North America,1550,mild,7,8,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0.433,0
0,101,51+,adventure,solo,high,tropical,0.5816776585539812,0.8756919493986972,Mar,Sardinia,Italy,Europe,1350,warm,7,8,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0.407,0
1,5,51+,adventure,friends,medium,tropical,0.6558598614373901,0.8429076856479762,Dec,Amsterdam,Netherlands,Europe,1400,mild,8,8,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.363,0
1,65,51+,adventure,friends,medium,tropical,0.6558598614373901,0.8429076856479762,Dec,Austin,USA,North America,1400,warm,8,7,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0.378,0
1,24,51+,adventure,friends,medium,tropical,0.6558598614373901,0.8429076856479762,Dec,Cairo,Egypt,Africa,800,hot,7,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.466,1
1,64,51+,adventure,friends,medium,tropical,0.6558598614373901,0.8429076856479762,Dec,Portland,USA,North America,1550,mild,7,8,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0.232,0
1,28,51+,adventure,friends,medium,tropical,0.6558598614373901,0.8429076856479762,Dec,Lisbon,Portugal,Europe,1000,warm,8,8,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0.449,1
1,15,51+,adventure,friends,medium,tropical,0.6558598614373901,0.8429076856479762,Dec,Singapore,Singapore,Asia,1700,tropical,8,9,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0.324,0
1,22,51+,adventure,friends,medium,tropical,0.6558598614373901,0.8429076856479762,Dec,Cape Town,South Africa,Africa,1100,mild,8,6,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0.562,1
1,102,51+,adventure,friends,medium,tropical,0.6558598614373901,0.8429076856479762,Dec,Kanazawa,Japan,Asia,1400,mild,7,9,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0.311,0
1,6,51+,adventure,friends,medium,tropical,0.6558598614373901,0.8429076856479762,Dec,Prague,Czech Republic,Europe,900,mild,8,8,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0.333,0
1,20,51+,adventure,friends,medium,tropical,0.6558598614373901,0.8429076856479762,Dec,Buenos Aires,Argentina,South America,1000,mild,7,6,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0.391,0
1,82,51+,adventure,friends,medium,tropical,0.6558598614373901,0.8429076856479762,Dec,Zanzibar,Tanzania,Africa,1100,tropical,7,7,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0.613,1
1,84,51+,adventure,friends,medium,tropical,0.6558598614373901,0.8429076856479762,Dec,Tunis,Tunisia,Africa,800,warm,6,7,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0.351,0
1,44,51+,adventure,friends,medium,tropical,0.6558598614373901,0.8429076856479762,Dec,London,England,Europe,1900,cool,9,8,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0.188,0
1,56,51+,adventure,friends,medium,tropical,0.6558598614373901,0.8429076856479762,Dec,Zurich,Switzerland,Europe,2100,mild,7,9,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0.099,0
1,55,51+,adventure,friends,medium,tropical,0.6558598614373901,0.8429076856479762,Dec,Nice,France,Europe,1400,warm,7,8,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0.499,0
1,86,51+,adventure,friends,medium,tropical,0.6558598614373901,0.8429076856479762,Dec,Victoria Falls,Zimbabwe,Africa,1150,tropical,7,6,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.564,1
1,50,51+,adventure,friends,medium,tropical,0.6558598614373901,0.8429076856479762,Dec,Krakow,Poland,Europe,850,mild,7,9,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0.4,0
1,26,51+,adventure,friends,medium,tropical,0.6558598614373901,0.8429076856479762,Dec,Auckland,New Zealand,Oceania,1800,mild,7,9,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.508,1
1,62,51+,adventure,friends,medium,tropical,0.6558598614373901,0.8429076856479762,Dec,Boston,USA,North America,1700,mild,7,8,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0.216,0
1,36,51+,adventure,friends,medium,tropical,0.6558598614373901,0.8429076856479762,Dec,Manila,Philippines,Asia,850,tropical,7,6,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0.636,1
1,45,51+,adventure,friends,medium,tropical,0.6558598614373901,0.8429076856479762,Dec,Florence,Italy,Europe,1300,warm,9,8,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0.377,0
1,76,51+,adventure,friends,medium,tropical,0.6558598614373901,0.8429076856479762,Dec,Montevideo,Uruguay,South America,1100,mild,6,8,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0.539,0
1,8,51+,adventure,friends,medium,tropical,0.6558598614373901,0.8429076856479762,Dec,Dubrovnik,Croatia,Europe,1000,warm,7,8,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0.542,1
1,46,51+,adventure,friends,medium,tropical,0.6558598614373901,0.8429076856479762,Dec,Venice,Italy,Europe,1500,warm,9,7,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0.324,0
1,47,51+,adventure,friends,medium,tropical,0.6558598614373901,0.8429076856479762,Dec,Stockholm,Sweden,Europe,1600,cool,7,9,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0.186,0
2,27,51+,food,couple,luxury,hot,0.6907696979275857,0.3263230358136982,May,Queenstown,New Zealand,Oceania,1900,cool,7,9,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0.513,0
2,92,51+,food,couple,luxury,hot,0.6907696979275857,0.3263230358136982,May,Phuket,Thailand,Asia,950,tropical,9,7,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0.589,1
2,46,51+,food,couple,luxury,hot,0.6907696979275857,0.3263230358136982,May,Venice,Italy,Europe,1500,warm,9,7,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0.8,1
2,84,51+,food,couple,luxury,hot,0.6907696979275857,0.3263230358136982,May,Tunis,Tunisia,Africa,800,warm,6,7,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0.843,1
2,20,51+,food,couple,luxury,hot,0.6907696979275857,0.3263230358136982,May,Buenos Aires,Argentina,South America,1000,mild,7,6,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0.671,1
2,1,51+,food,couple,luxury,hot,0.6907696979275857,0.3263230358136982,May,Reykjavik,Iceland,Europe,2000,cold,7,9,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0.515,0
2,8,51+,food,couple,luxury,hot,0.6907696979275857,0.3263230358136982,May,Dubrovnik,Croatia,Europe,1000,warm,7,8,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0.679,1
2,6,51+,food,couple,luxury,hot,0.6907696979275857,0.3263230358136982,May,Prague,Czech Republic,Europe,900,mild,8,8,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0.753,1
2,60,51+,food,couple,luxury,hot,0.6907696979275857,0.3263230358136982,May,Miami,USA,North America,1600,tropical,8,7,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0.756,1
2,54,51+,food,couple,luxury,hot,0.6907696979275857,0.3263230358136982,May,Brussels,Belgium,Europe,1250,cool,7,9,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0.798,1
2,17,51+,food,couple,luxury,hot,0.6907696979275857,0.3263230358136982,May,New York,USA,North America,2200,mild,9,7,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0.769,1
2,51,51+,food,couple,luxury,hot,0.6907696979275857,0.3263230358136982,May,Seville,Spain,Europe,1050,hot,8,8,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0.837,1
2,58,51+,food,couple,luxury,hot,0.6907696979275857,0.3263230358136982,May,Los Angeles,USA,North America,1900,warm,9,7,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0.721,1
2,14,51+,food,couple,luxury,hot,0.6907696979275857,0.3263230358136982,May,Seoul,South Korea,Asia,1200,mild,8,8,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0.805,1
2,15,51+,food,couple,luxury,hot,0.6907696979275857,0.3263230358136982,May,Singapore,Singapore,Asia,1700,tropical,8,9,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0.711,1
2,59,51+,food,couple,luxury,hot,0.6907696979275857,0.3263230358136982,May,Las Vegas,USA,North America,1300,hot,9,7,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0.654,0
2,30,51+,food,couple,luxury,hot,0.6907696979275857,0.3263230358136982,May,Copenhagen,Denmark,Europe,1800,cool,7,9,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0.781,1
2,94,51+,food,couple,luxury,hot,0.6907696979275857,0.3263230358136982,May,Siem Reap,Cambodia,Asia,700,tropical,8,7,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0.658,1
2,33,51+,food,couple,luxury,hot,0.6907696979275857,0.3263230358136982,May,Kuala Lumpur,Malaysia,Asia,900,tropical,8,8,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0.834,1
2,42,51+,food,couple,luxury,hot,0.6907696979275857,0.3263230358136982,May,Berlin,Germany,Europe,1200,mild,8,9,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0.786,1
2,98,51+,food,couple,luxury,hot,0.6907696979275857,0.3263230358136982,May,Maldives,Maldives,Asia,2500,tropical,9,9,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0.484,0
2,26,51+,food,couple,luxury,hot,0.6907696979275857,0.3263230358136982,May,Auckland,New Zealand,Oceania,1800,mild,7,9,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0.364,0
2,35,51+,food,couple,luxury,hot,0.6907696979275857,0.3263230358136982,May,Chiang Mai,Thailand,Asia,650,tropical,8,8,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0.748,1
2,45,51+,food,couple,luxury,hot,0.6907696979275857,0.3263230358136982,May,Florence,Italy,Europe,1300,warm,9,8,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0.885,1
2,77,51+,food,couple,luxury,hot,0.6907696979275857,0.3263230358136982,May,Cartagena,Colombia,South America,1050,tropical,8,6,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0.646,0
3,45,36-50,relaxation,couple,luxury,any,0.8820056173026267,0.4255996197486724,Oct,Florence,Italy,Europe,1300,warm,9,8,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0.721,1
3,102,36-50,relaxation,couple,luxury,any,0.8820056173026267,0.4255996197486724,Oct,Kanazawa,Japan,Asia,1400,mild,7,9,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0.749,1
3,55,36-50,relaxation,couple,luxury,any,0.8820056173026267,0.4255996197486724,Oct,Nice,France,Europe,1400,warm,7,8,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0.79,1
3,42,36-50,relaxation,couple,luxury,any,0.8820056173026267,0.4255996197486724,Oct,Berlin,Germany,Europe,1200,mild,8,9,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0.585,1
3,76,36-50,relaxation,couple,luxury,any,0.8820056173026267,0.4255996197486724,Oct,Montevideo,Uruguay,South America,1100,mild,6,8,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0.621,0
3,40,36-50,relaxation,couple,luxury,any,0.8820056173026267,0.4255996197486724,Oct,Athens,Greece,Europe,950,warm,8,7,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0.689,1
3,73,36-50,relaxation,couple,luxury,any,0.8820056173026267,0.4255996197486724,Oct,Lima,Peru,South America,1000,mild,7,6,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0.567,1
3,58,36-50,relaxation,couple,luxury,any,0.8820056173026267,0.4255996197486724,Oct,Los Angeles,USA,North America,1900,warm,9,7,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0.596,1
3,56,36-50,relaxation,couple,luxury,any,0.8820056173026267,0.4255996197486724,Oct,Zurich,Switzerland,Europe,2100,mild,7,9,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0.654,1
3,18,36-50,relaxation,couple,luxury,any,0.8820056173026267,0.4255996197486724,Oct,Cancun,Mexico,North America,1300,tropical,8,6,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0.635,0
3,79,36-50,relaxation,couple,luxury,any,0.8820056173026267,0.4255996197486724,Oct,Quito,Ecuador,South America,850,mild,7,7,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0.702,1
3,4,36-50,relaxation,couple,luxury,any,0.8820056173026267,0.4255996197486724,Oct,Innsbruck,Austria,Europe,1300,cold,6,9,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0.506,1
3,95,36-50,relaxation,couple,luxury,any,0.8820056173026267,0.4255996197486724,Oct,Luang Prabang,Laos,Asia,650,tropical,6,8,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0.725,1
3,37,36-50,relaxation,couple,luxury,any,0.8820056173026267,0.4255996197486724,Oct,Mumbai,India,Asia,950,tropical,7,6,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0.652,1
3,8,36-50,relaxation,couple,luxury,any,0.8820056173026267,0.4255996197486724,Oct,Dubrovnik,Croatia,Europe,1000,warm,7,8,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0.578,1
3,59,36-50,relaxation,couple,luxury,any,0.8820056173026267,0.4255996197486724,Oct,Las Vegas,USA,North America,1300,hot,9,7,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0.623,1
3,9,36-50,relaxation,couple,luxury,any,0.8820056173026267,0.4255996197486724,Oct,Edinburgh,Scotland,Europe,1300,cool,7,9,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0.593,0
3,28,36-50,relaxation,couple,luxury,any,0.8820056173026267,0.4255996197486724,Oct,Lisbon,Portugal,Europe,1000,warm,8,8,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0.705,1
3,41,36-50,relaxation,couple,luxury,any,0.8820056173026267,0.4255996197486724,Oct,Madrid,Spain,Europe,1100,warm,8,8,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0.691,1
3,50,36-50,relaxation,couple,luxury,any,0.8820056173026267,0.4255996197486724,Oct,Krakow,Poland,Europe,850,mild,7,9,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0.613,0
3,88,36-50,relaxation,couple,luxury,any,0.8820056173026267,0.4255996197486724,Oct,Brisbane,Australia,Oceania,1750,warm,7,9,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0.766,1
3,23,36-50,relaxation,couple,luxury,any,0.8820056173026267,0.4255996197486724,Oct,Marrakech,Morocco,Africa,900,hot,7,7,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0.747,1
3,72,36-50,relaxation,couple,luxury,any,0.8820056173026267,0.4255996197486724,Oct,San Jose,Costa Rica,Central America,1150,tropical,7,7,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0.626,1
3,80,36-50,relaxation,couple,luxury,any,0.8820056173026267,0.4255996197486724,Oct,La Paz,Bolivia,South America,750,cool,6,6,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0.639,1
3,89,36-50,relaxation,couple,luxury,any,0.8820056173026267,0.4255996197486724,Oct,Perth,Australia,Oceania,1850,warm,7,9,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0.911,1
4,87,18-25,food,friends,high,mild,0.9069344210630084,0.5998412870052447,Sep,Melbourne,Australia,Oceania,1900,mild,8,9,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0.815,1
4,94,18-25,food,friends,high,mild,0.9069344210630084,0.5998412870052447,Sep,Siem Reap,Cambodia,Asia,700,tropical,8,7,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0.571,1
4,78,18-25,food,friends,high,mild,0.9069344210630084,0.5998412870052447,Sep,Medellin,Colombia,South America,900,tropical,7,6,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0.745,1
4,35,18-25,food,friends,high,mild,0.9069344210630084,0.5998412870052447,Sep,Chiang Mai,Thailand,Asia,650,tropical,8,8,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0.589,1
4,36,18-25,food,friends,high,mild,0.9069344210630084,0.5998412870052447,Sep,Manila,Philippines,Asia,850,tropical,7,6,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0.608,1
4,11,18-25,food,friends,high,mild,0.9069344210630084,0.5998412870052447,Sep,Bangkok,Thailand,Asia,800,tropical,9,7,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0.59,1
4,12,18-25,food,friends,high,mild,0.9069344210630084,0.5998412870052447,Sep,Bali,Indonesia,Asia,900,tropical,9,7,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0.544,1
4,72,18-25,food,friends,high,mild,0.9069344210630084,0.5998412870052447,Sep,San Jose,Costa Rica,Central America,1150,tropical,7,7,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0.589,1
4,17,18-25,food,friends,high,mild,0.9069344210630084,0.5998412870052447,Sep,New York,USA,North America,2200,mild,9,7,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0.823,1
4,64,18-25,food,friends,high,mild,0.9069344210630084,0.5998412870052447,Sep,Portland,USA,North America,1550,mild,7,8,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0.794,1
4,18,18-25,food,friends,high,mild,0.9069344210630084,0.5998412870052447,Sep,Cancun,Mexico,North America,1300,tropical,8,6,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0.375,0
4,53,18-25,food,friends,high,mild,0.9069344210630084,0.5998412870052447,Sep,Dublin,Ireland,Europe,1400,cool,7,9,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0.768,1
4,73,18-25,food,friends,high,mild,0.9069344210630084,0.5998412870052447,Sep,Lima,Peru,South America,1000,mild,7,6,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0.748,1
4,51,18-25,food,friends,high,mild,0.9069344210630084,0.5998412870052447,Sep,Seville,Spain,Europe,1050,hot,8,8,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0.648,0
4,100,18-25,food,friends,high,mild,0.9069344210630084,0.5998412870052447,Sep,Okinawa,Japan,Asia,1500,subtropical,7,9,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0.752,1
4,68,18-25,food,friends,high,mild,0.9069344210630084,0.5998412870052447,Sep,San Diego,USA,North America,1750,warm,8,8,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0.751,1
4,86,18-25,food,friends,high,mild,0.9069344210630084,0.5998412870052447,Sep,Victoria Falls,Zimbabwe,Africa,1150,tropical,7,6,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0.518,1
4,80,18-25,food,friends,high,mild,0.9069344210630084,0.5998412870052447,Sep,La Paz,Bolivia,South America,750,cool,6,6,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0.441,1
4,31,18-25,food,friends,high,mild,0.9069344210630084,0.5998412870052447,Sep,Osaka,Japan,Asia,1600,mild,8,9,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0.783,1
4,15,18-25,food,friends,high,mild,0.9069344210630084,0.5998412870052447,Sep,Singapore,Singapore,Asia,1700,tropical,8,9,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0.618,1
4,42,18-25,food,friends,high,mild,0.9069344210630084,0.5998412870052447,Sep,Berlin,Germany,Europe,1200,mild,8,9,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0.935,1
4,98,18-25,food,friends,high,mild,0.9069344210630084,0.5998412870052447,Sep,Maldives,Maldives,Asia,2500,tropical,9,9,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0.166,0
4,92,18-25,food,friends,high,mild,0.9069344210630084,0.5998412870052447,Sep,Phuket,Thailand,Asia,950,tropical,9,7,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0.617,0
4,5,18-25,food,friends,high,mild,0.9069344210630084,0.5998412870052447,Sep,Amsterdam,Netherlands,Europe,1400,mild,8,8,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0.757,1
4,37,18-25,food,friends,high,mild,0.9069344210630084,0.5998412870052447,Sep,Mumbai,India,Asia,950,tropical,7,6,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0.621,0
5,17,18-25,beach,solo,low,tropical,0.8216718323494792,0.9402152567529372,Jan,New York,USA,North America,2200,mild,9,7,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0.238,0
5,87,18-25,beach,solo,low,tropical,0.8216718323494792,0.9402152567529372,Jan,Melbourne,Australia,Oceania,1900,mild,8,9,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0.118,0
5,7,18-25,beach,solo,low,tropical,0.8216718323494792,0.9402152567529372,Jan,Santorini,Greece,Europe,1600,warm,8,8,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0.287,0
5,62,18-25,beach,solo,low,tropical,0.8216718323494792,0.9402152567529372,Jan,Boston,USA,North America,1700,mild,7,8,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0.077,0
5,24,18-25,beach,solo,low,tropical,0.8216718323494792,0.9402152567529372,Jan,Cairo,Egypt,Africa,800,hot,7,6,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0.439,0
5,50,18-25,beach,solo,low,tropical,0.8216718323494792,0.9402152567529372,Jan,Krakow,Poland,Europe,850,mild,7,9,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0.402,0
5,80,18-25,beach,solo,low,tropical,0.8216718323494792,0.9402152567529372,Jan,La Paz,Bolivia,South America,750,cool,6,6,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0.39,0
5,64,18-25,beach,solo,low,tropical,0.8216718323494792,0.9402152567529372,Jan,Portland,USA,North America,1550,mild,7,8,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0.138,0
5,92,18-25,beach,solo,low,tropical,0.8216718323494792,0.9402152567529372,Jan,Phuket,Thailand,Asia,950,tropical,9,7,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0.808,1
5,95,18-25,beach,solo,low,tropical,0.8216718323494792,0.9402152567529372,Jan,Luang Prabang,Laos,Asia,650,tropical,6,8,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0.65,1
